Transporte	trip_duration	trip_duration_hrs	dist_meters	dist_km	wait_sec	wait_min	Vel_mts_seg	Vel_km_hr
Taxi Libre	759	0.210833333	2528	2.528	318	5.3	3.33	11.99
Taxi Libre	342	0.095	1560	1.56	60	1	4.56	16.42
Taxi de Sitio	1950	0.541666667	4624	4.624	366	6.1	2.37	8.54
Taxi Libre	436	0.121111111	3350	3.35	106	1.766666667	7.68	27.66
Taxi Libre	1345	0.373611111	4173	4.173	571	9.516666667	3.1	11.17
Taxi Libre	1841	0.511388889	4687	4.687	871	14.51666667	2.55	9.17
Taxi Libre	949	0.263611111	4533	4.533	280	4.666666667	4.78	17.2
Taxi Libre	1077	0.299166667	7766	7.766	105	1.75	7.21	25.96
Taxi Libre	680	0.188888889	3410	3.41	64	1.066666667	5.01	18.05
Taxi Libre	403	0.111944444	2080	2.08	64	1.066666667	5.16	18.58
Taxi Libre	632	0.175555556	2635	2.635	188	3.133333333	4.17	15.01
Taxi Libre	527	0.146388889	2238	2.238	89	1.483333333	4.25	15.29
Taxi Libre	426	0.118333333	1326	1.326	67	1.116666667	3.11	11.21
Taxi de Sitio	668	0.185555556	4560	4.56	199	3.316666667	6.83	24.57
Taxi Libre	1368	0.38	1662	1.662	986	16.43333333	1.21	4.37
Taxi Libre	678	0.188333333	5484	5.484	89	1.483333333	8.09	29.12
Taxi Libre	420	0.116666667	2513	2.513	62	1.033333333	5.98	21.54
Taxi Libre	1451	0.403055556	1671	1.671	1155	19.25	1.15	4.15
Taxi Libre	358	0.099444444	2117	2.117	128	2.133333333	5.91	21.29
Taxi Libre	643	0.178611111	1131	1.131	463	7.716666667	1.76	6.33
Taxi de Sitio	377	0.104722222	1686	1.686	167	2.783333333	4.47	16.1
Taxi Libre	611	0.169722222	2032	2.032	4	0.066666667	3.33	11.97
Taxi Libre	1477	0.410277778	3623	3.623	895	14.91666667	2.45	8.83
Taxi Libre	1394	0.387222222	6796	6.796	583	9.716666667	4.88	17.55
Taxi de Sitio	1532	0.425555556	3300	3.3	857	14.28333333	2.15	7.75
Taxi Libre	277	0.076944444	1257	1.257	50	0.833333333	4.54	16.34
Taxi Libre	636	0.176666667	2343	2.343	70	1.166666667	3.68	13.26
Radio Taxi	1357	0.376944444	6296	6.296	522	8.7	4.64	16.7
Taxi Libre	420	0.116666667	2123	2.123	70	1.166666667	5.05	18.2
Taxi Libre	1037	0.288055556	6411	6.411	290	4.833333333	6.18	22.26
Taxi Libre	473	0.131388889	3623	3.623	85	1.416666667	7.66	27.57
Taxi Libre	483	0.134166667	1693	1.693	74	1.233333333	3.51	12.62
Taxi Libre	509	0.141388889	1813	1.813	240	4	3.56	12.82
Radio Taxi	821	0.228055556	5048	5.048	33	0.55	6.15	22.13
Taxi Libre	359	0.099722222	2210	2.21	89	1.483333333	6.16	22.16
Taxi Libre	207	0.0575	949	0.949	62	1.033333333	4.58	16.5
Taxi Libre	916	0.254444444	6354	6.354	247	4.116666667	6.94	24.97
Taxi Libre	512	0.142222222	2736	2.736	61	1.016666667	5.34	19.24
Taxi Libre	756	0.21	3773	3.773	176	2.933333333	4.99	17.97
Taxi Libre	930	0.258333333	4056	4.056	395	6.583333333	4.36	15.7
Taxi de Sitio	276	0.076666667	904	0.904	118	1.966666667	3.28	11.79
Taxi Libre	186	0.051666667	1608	1.608	16	0.266666667	8.65	31.12
Taxi Libre	714	0.198333333	4919	4.919	73	1.216666667	6.89	24.8
Taxi Libre	1046	0.290555556	5025	5.025	342	5.7	4.8	17.29
Taxi Libre	1014	0.281666667	6039	6.039	218	3.633333333	5.96	21.44
Taxi Libre	1723	0.478611111	8804	8.804	387	6.45	5.11	18.39
Taxi Libre	535	0.148611111	1636	1.636	203	3.383333333	3.06	11.01
Taxi Libre	929	0.258055556	4221	4.221	353	5.883333333	4.54	16.36
Taxi Libre	1421	0.394722222	6730	6.73	206	3.433333333	4.74	17.05
Taxi Libre	1697	0.471388889	8505	8.505	731	12.18333333	5.01	18.04
Taxi Libre	638	0.177222222	3205	3.205	159	2.65	5.02	18.08
Taxi Libre	837	0.2325	4118	4.118	253	4.216666667	4.92	17.71
Taxi Libre	535	0.148611111	2590	2.59	123	2.05	4.84	17.43
Taxi Libre	1544	0.428888889	5191	5.191	34	0.566666667	3.36	12.1
Taxi Libre	2489	0.691388889	4541	4.541	1638	27.3	1.82	6.57
Taxi Libre	737	0.204722222	4282	4.282	189	3.15	5.81	20.92
Taxi Libre	350	0.097222222	751	0.751	168	2.8	2.15	7.72
Taxi Libre	807	0.224166667	4460	4.46	156	2.6	5.53	19.9
Taxi Libre	992	0.275555556	6363	6.363	88	1.466666667	6.41	23.09
Taxi Libre	2433	0.675833333	4354	4.354	389	6.483333333	1.79	6.44
Taxi Libre	580	0.161111111	1621	1.621	188	3.133333333	2.79	10.06
Taxi Libre	1001	0.278055556	4964	4.964	318	5.3	4.96	17.85
Taxi Libre	656	0.182222222	3860	3.86	70	1.166666667	5.88	21.18
Taxi Libre	867	0.240833333	3703	3.703	52	0.866666667	4.27	15.38
Taxi Libre	484	0.134444444	1935	1.935	42	0.7	4	14.39
Taxi de Sitio	558	0.155	1381	1.381	317	5.283333333	2.47	8.91
Taxi Libre	781	0.216944444	3674	3.674	55	0.916666667	4.7	16.94
Taxi Libre	812	0.225555556	3262	3.262	217	3.616666667	4.02	14.46
Taxi Libre	119	0.033055556	557	0.557	34	0.566666667	4.68	16.85
Taxi Libre	332	0.092222222	2395	2.395	49	0.816666667	7.21	25.97
Taxi de Sitio	1383	0.384166667	6030	6.03	323	5.383333333	4.36	15.7
Taxi de Sitio	143	0.039722222	688	0.688	21	0.35	4.81	17.32
Taxi Libre	705	0.195833333	1779	1.779	467	7.783333333	2.52	9.08
Taxi Libre	2532	0.703333333	7864	7.864	1226	20.43333333	3.11	11.18
Radio Taxi	1655	0.459722222	3756	3.756	259	4.316666667	2.27	8.17
Taxi Libre	561	0.155833333	2823	2.823	128	2.133333333	5.03	18.12
Taxi de Sitio	246	0.068333333	1183	1.183	43	0.716666667	4.81	17.31
Taxi Libre	354	0.098333333	1639	1.639	128	2.133333333	4.63	16.67
Taxi Libre	336	0.093333333	1890	1.89	52	0.866666667	5.62	20.25
Taxi Libre	1184	0.328888889	6265	6.265	388	6.466666667	5.29	19.05
Taxi Libre	1132	0.314444444	5274	5.274	483	8.05	4.66	16.77
Radio Taxi	574	0.159444444	1992	1.992	570	9.5	3.47	12.49
Taxi Libre	504	0.14	2481	2.481	83	1.383333333	4.92	17.72
Taxi Libre	133	0.036944444	1008	1.008	6	0.1	7.58	27.28
Taxi Libre	307	0.085277778	1974	1.974	83	1.383333333	6.43	23.15
Taxi Libre	1473	0.409166667	3603	3.603	366	6.1	2.45	8.81
Taxi Libre	441	0.1225	3161	3.161	96	1.6	7.17	25.8
Taxi Libre	1020	0.283333333	7370	7.37	213	3.55	7.23	26.01
Radio Taxi	209	0.058055556	859	0.859	43	0.716666667	4.11	14.8
Taxi Libre	472	0.131111111	2364	2.364	217	3.616666667	5.01	18.03
Taxi Libre	1418	0.393888889	9074	9.074	454	7.566666667	6.4	23.04
Taxi Libre	464	0.128888889	1284	1.284	100	1.666666667	2.77	9.96
Taxi Libre	1076	0.298888889	7976	7.976	215	3.583333333	7.41	26.69
Taxi de Sitio	256	0.071111111	1083	1.083	99	1.65	4.23	15.23
Taxi de Sitio	124	0.034444444	1022	1.022	9	0.15	8.24	29.67
Taxi Libre	174	0.048333333	1599	1.599	37	0.616666667	9.19	33.08
Taxi de Sitio	494	0.137222222	1474	1.474	239	3.983333333	2.98	10.74
Taxi Libre	934	0.259444444	3232	3.232	445	7.416666667	3.46	12.46
Taxi Libre	652	0.181111111	2529	2.529	154	2.566666667	3.88	13.96
Taxi Libre	1430	0.397222222	6437	6.437	409	6.816666667	4.5	16.21
Taxi Libre	548	0.152222222	3427	3.427	214	3.566666667	6.25	22.51
Taxi Libre	1572	0.436666667	1983	1.983	1238	20.63333333	1.26	4.54
Taxi Libre	639	0.1775	3108	3.108	141	2.35	4.86	17.51
Taxi Libre	1478	0.410555556	8077	8.077	30	0.5	5.46	19.67
Taxi Libre	516	0.143333333	1330	1.33	116	1.933333333	2.58	9.28
Taxi Libre	960	0.266666667	1771	1.771	57	0.95	1.84	6.64
Radio Taxi	636	0.176666667	3284	3.284	12	0.2	5.16	18.59
Taxi Libre	313	0.086944444	1815	1.815	57	0.95	5.8	20.88
Taxi Libre	703	0.195277778	3246	3.246	169	2.816666667	4.62	16.62
Taxi Libre	911	0.253055556	5630	5.63	206	3.433333333	6.18	22.25
Radio Taxi	799	0.221944444	8495	8.495	139	2.316666667	10.63	38.28
Taxi de Sitio	1580	0.438888889	4704	4.704	739	12.31666667	2.98	10.72
Radio Taxi	474	0.131666667	6248	6.248	33	0.55	13.18	47.45
Taxi Libre	824	0.228888889	3694	3.694	274	4.566666667	4.48	16.14
Taxi de Sitio	1864	0.517777778	3239	3.239	1221	20.35	1.74	6.26
Taxi Libre	828	0.23	5758	5.758	190	3.166666667	6.95	25.03
Taxi de Sitio	654	0.181666667	1798	1.798	165	2.75	2.75	9.9
Taxi de Sitio	1072	0.297777778	3437	3.437	432	7.2	3.21	11.54
Taxi Libre	941	0.261388889	4919	4.919	75	1.25	5.23	18.82
Taxi Libre	526	0.146111111	1645	1.645	206	3.433333333	3.13	11.26
Taxi Libre	504	0.14	2465	2.465	243	4.05	4.89	17.61
Taxi Libre	226	0.062777778	1054	1.054	59	0.983333333	4.66	16.79
Taxi Libre	525	0.145833333	2728	2.728	40	0.666666667	5.2	18.71
Taxi Libre	837	0.2325	4171	4.171	291	4.85	4.98	17.94
Taxi Libre	728	0.202222222	4368	4.368	72	1.2	6	21.6
Radio Taxi	1370	0.380555556	3272	3.272	195	3.25	2.39	8.6
Taxi de Sitio	1557	0.4325	4772	4.772	746	12.43333333	3.06	11.03
Taxi Libre	1988	0.552222222	680	0.68	18	0.3	0.34	1.23
Taxi de Sitio	362	0.100555556	1359	1.359	149	2.483333333	3.75	13.51
Taxi Libre	495	0.1375	1852	1.852	146	2.433333333	3.74	13.47
Taxi Libre	257	0.071388889	1685	1.685	2	0.033333333	6.56	23.6
Taxi Libre	1030	0.286111111	6412	6.412	117	1.95	6.23	22.41
Taxi Libre	406	0.112777778	1139	1.139	144	2.4	2.81	10.1
Taxi de Sitio	1149	0.319166667	4425	4.425	584	9.733333333	3.85	13.86
Taxi Libre	937	0.260277778	6490	6.49	16	0.266666667	6.93	24.93
Taxi Libre	1155	0.320833333	4458	4.458	518	8.633333333	3.86	13.9
Taxi Libre	626	0.173888889	2346	2.346	205	3.416666667	3.75	13.49
Taxi de Sitio	457	0.126944444	1835	1.835	151	2.516666667	4.02	14.46
Taxi Libre	661	0.183611111	2915	2.915	84	1.4	4.41	15.88
Taxi Libre	559	0.155277778	1504	1.504	151	2.516666667	2.69	9.69
Taxi Libre	1357	0.376944444	5208	5.208	418	6.966666667	3.84	13.82
Taxi Libre	475	0.131944444	2216	2.216	51	0.85	4.67	16.79
Taxi Libre	1040	0.288888889	8350	8.35	85	1.416666667	8.03	28.9
Taxi Libre	329	0.091388889	1898	1.898	20	0.333333333	5.77	20.77
Taxi Libre	2516	0.698888889	8276	8.276	545	9.083333333	3.29	11.84
Taxi Libre	1193	0.331388889	4193	4.193	481	8.016666667	3.51	12.65
Taxi Libre	1291	0.358611111	4674	4.674	490	8.166666667	3.62	13.03
Taxi de Sitio	536	0.148888889	1573	1.573	258	4.3	2.93	10.56
Taxi Libre	553	0.153611111	924	0.924	351	5.85	1.67	6.02
Taxi Libre	293	0.081388889	2352	2.352	19	0.316666667	8.03	28.9
Taxi de Sitio	337	0.093611111	1182	1.182	141	2.35	3.51	12.63
Taxi Libre	1048	0.291111111	3695	3.695	517	8.616666667	3.53	12.69
Taxi de Sitio	1940	0.538888889	6382	6.382	251	4.183333333	3.29	11.84
Taxi Libre	617	0.171388889	3086	3.086	66	1.1	5	18.01
Taxi Libre	1189	0.330277778	4458	4.458	233	3.883333333	3.75	13.5
Taxi Libre	203	0.056388889	1250	1.25	26	0.433333333	6.16	22.17
Taxi Libre	1004	0.278888889	6025	6.025	167	2.783333333	6	21.6
Taxi Libre	501	0.139166667	1651	1.651	218	3.633333333	3.3	11.86
Taxi Libre	2405	0.668055556	6380	6.38	252	4.2	2.65	9.55
Taxi Libre	699	0.194166667	3953	3.953	207	3.45	5.66	20.36
Taxi Libre	849	0.235833333	7392	7.392	64	1.066666667	8.71	31.34
Taxi de Sitio	207	0.0575	1059	1.059	79	1.316666667	5.12	18.42
Taxi Libre	600	0.166666667	2846	2.846	193	3.216666667	4.74	17.08
Taxi Libre	841	0.233611111	2398	2.398	443	7.383333333	2.85	10.26
Taxi Libre	1113	0.309166667	5217	5.217	181	3.016666667	4.69	16.87
Taxi Libre	1113	0.309166667	5217	5.217	181	3.016666667	4.69	16.87
Taxi Libre	919	0.255277778	5936	5.936	115	1.916666667	6.46	23.25
Taxi Libre	991	0.275277778	5039	5.039	149	2.483333333	5.08	18.31
Taxi Libre	743	0.206388889	3019	3.019	27	0.45	4.06	14.63
Taxi Libre	589	0.163611111	3333	3.333	127	2.116666667	5.66	20.37
Taxi Libre	553	0.153611111	2936	2.936	67	1.116666667	5.31	19.11
Taxi Libre	1457	0.404722222	8321	8.321	250	4.166666667	5.71	20.56
Taxi Libre	1817	0.504722222	8793	8.793	500	8.333333333	4.84	17.42
Taxi de Sitio	708	0.196666667	4344	4.344	243	4.05	6.14	22.09
Taxi Libre	659	0.183055556	3266	3.266	170	2.833333333	4.96	17.84
Taxi de Sitio	2436	0.676666667	6759	6.759	1509	25.15	2.77	9.99
Taxi de Sitio	849	0.235833333	4739	4.739	153	2.55	5.58	20.09
Taxi Libre	692	0.192222222	1090	1.09	430	7.166666667	1.58	5.67
Taxi de Sitio	1032	0.286666667	5260	5.26	173	2.883333333	5.1	18.35
Taxi Libre	137	0.038055556	516	0.516	0	0	3.77	13.56
Taxi Libre	457	0.126944444	1556	1.556	104	1.733333333	3.4	12.26
Taxi de Sitio	972	0.27	3315	3.315	534	8.9	3.41	12.28
Taxi Libre	593	0.164722222	2363	2.363	47	0.783333333	3.98	14.35
Taxi Libre	1372	0.381111111	5627	5.627	320	5.333333333	4.1	14.76
Taxi Libre	745	0.206944444	3260	3.26	91	1.516666667	4.38	15.75
Taxi Libre	900	0.25	3910	3.91	253	4.216666667	4.34	15.64
Taxi Libre	1153	0.320277778	3512	3.512	586	9.766666667	3.05	10.97
Taxi Libre	450	0.125	3897	3.897	46	0.766666667	8.66	31.18
Taxi de Sitio	946	0.262777778	4904	4.904	302	5.033333333	5.18	18.66
Radio Taxi	1493	0.414722222	8727	8.727	363	6.05	5.85	21.04
Taxi Libre	2003	0.556388889	4817	4.817	15	0.25	2.4	8.66
Taxi Libre	642	0.178333333	5079	5.079	118	1.966666667	7.91	28.48
Taxi Libre	252	0.07	1600	1.6	45	0.75	6.35	22.86
Taxi Libre	1167	0.324166667	5940	5.94	310	5.166666667	5.09	18.32
Taxi Libre	767	0.213055556	3571	3.571	57	0.95	4.66	16.76
Taxi Libre	1131	0.314166667	3284	3.284	576	9.6	2.9	10.45
Taxi Libre	386	0.107222222	1931	1.931	134	2.233333333	5	18.01
Taxi Libre	1184	0.328888889	5524	5.524	52	0.866666667	4.67	16.8
Taxi Libre	764	0.212222222	3205	3.205	142	2.366666667	4.2	15.1
Taxi Libre	551	0.153055556	2422	2.422	36	0.6	4.4	15.82
Taxi Libre	507	0.140833333	2952	2.952	83	1.383333333	5.82	20.96
Taxi Libre	327	0.090833333	1169	1.169	35	0.583333333	3.57	12.87
Taxi Libre	641	0.178055556	1899	1.899	24	0.4	2.96	10.67
Taxi Libre	1524	0.423333333	5522	5.522	673	11.21666667	3.62	13.04
Radio Taxi	2128	0.591111111	8766	8.766	270	4.5	4.12	14.83
Taxi Libre	627	0.174166667	1973	1.973	261	4.35	3.15	11.33
Taxi Libre	1049	0.291388889	5140	5.14	489	8.15	4.9	17.64
Taxi Libre	292	0.081111111	1218	1.218	89	1.483333333	4.17	15.02
Taxi Libre	1553	0.431388889	3307	3.307	105	1.75	2.13	7.67
Taxi Libre	829	0.230277778	5218	5.218	26	0.433333333	6.29	22.66
Taxi Libre	1108	0.307777778	5899	5.899	316	5.266666667	5.32	19.17
Taxi Libre	1352	0.375555556	6418	6.418	271	4.516666667	4.75	17.09
Taxi Libre	762	0.211666667	530	0.53	724	12.06666667	0.7	2.5
Taxi Libre	1030	0.286111111	5148	5.148	48	0.8	5	17.99
Taxi Libre	908	0.252222222	5027	5.027	180	3	5.54	19.93
Taxi Libre	1486	0.412777778	6999	6.999	345	5.75	4.71	16.96
Taxi de Sitio	1043	0.289722222	2335	2.335	579	9.65	2.24	8.06
Taxi Libre	468	0.13	4020	4.02	82	1.366666667	8.59	30.92
Taxi Libre	798	0.221666667	2384	2.384	301	5.016666667	2.99	10.75
Taxi Libre	192	0.053333333	868	0.868	18	0.3	4.52	16.28
Taxi Libre	463	0.128611111	1788	1.788	74	1.233333333	3.86	13.9
Taxi Libre	2233	0.620277778	6169	6.169	654	10.9	2.76	9.95
Radio Taxi	364	0.101111111	2750	2.75	67	1.116666667	7.55	27.2
Taxi Libre	1178	0.327222222	3859	3.859	533	8.883333333	3.28	11.79
Taxi Libre	268	0.074444444	1147	1.147	41	0.683333333	4.28	15.41
Taxi Libre	641	0.178055556	2832	2.832	71	1.183333333	4.42	15.91
Taxi Libre	945	0.2625	5000	5	158	2.633333333	5.29	19.05
Radio Taxi	713	0.198055556	5647	5.647	29	0.483333333	7.92	28.51
Taxi Libre	1028	0.285555556	5404	5.404	133	2.216666667	5.26	18.92
Taxi Libre	152	0.042222222	4131	4.131	30	0.5	27.18	97.84
Taxi Libre	502	0.139444444	1270	1.27	186	3.1	2.53	9.11
Taxi Libre	566	0.157222222	1950	1.95	112	1.866666667	3.45	12.4
Taxi Libre	428	0.118888889	2419	2.419	47	0.783333333	5.65	20.35
Taxi Libre	353	0.098055556	806	0.806	199	3.316666667	2.28	8.22
Taxi Libre	867	0.240833333	3079	3.079	192	3.2	3.55	12.78
Taxi Libre	779	0.216388889	2171	2.171	216	3.6	2.79	10.03
Taxi de Sitio	527	0.146388889	2573	2.573	98	1.633333333	4.88	17.58
Taxi Libre	640	0.177777778	2465	2.465	175	2.916666667	3.85	13.87
Taxi Libre	1510	0.419444444	7767	7.767	426	7.1	5.14	18.52
Taxi Libre	506	0.140555556	5154	5.154	18	0.3	10.19	36.67
Taxi Libre	556	0.154444444	1671	1.671	186	3.1	3.01	10.82
Taxi Libre	434	0.120555556	1606	1.606	59	0.983333333	3.7	13.32
Taxi Libre	209	0.058055556	1080	1.08	68	1.133333333	5.17	18.6
Taxi Libre	190	0.052777778	542	0.542	55	0.916666667	2.85	10.27
Taxi Libre	448	0.124444444	3181	3.181	23	0.383333333	7.1	25.56
Taxi Libre	260	0.072222222	1437	1.437	49	0.816666667	5.53	19.9
Taxi de Sitio	609	0.169166667	2006	2.006	307	5.116666667	3.29	11.86
Taxi de Sitio	1380	0.383333333	3577	3.577	0	0	2.59	9.33
Taxi de Sitio	1097	0.304722222	5665	5.665	420	7	5.16	18.59
Taxi Libre	482	0.133888889	4620	4.62	82	1.366666667	9.59	34.51
Taxi Libre	235	0.065277778	996	0.996	13	0.216666667	4.24	15.26
Taxi Libre	939	0.260833333	3075	3.075	195	3.25	3.27	11.79
Taxi Libre	480	0.133333333	2294	2.294	22	0.366666667	4.78	17.21
Taxi de Sitio	1092	0.303333333	3842	3.842	581	9.683333333	3.52	12.67
Taxi de Sitio	728	0.202222222	3455	3.455	271	4.516666667	4.75	17.09
Taxi Libre	320	0.088888889	1554	1.554	46	0.766666667	4.86	17.48
Taxi Libre	906	0.251666667	2541	2.541	338	5.633333333	2.8	10.1
Taxi Libre	424	0.117777778	1340	1.34	93	1.55	3.16	11.38
Taxi de Sitio	110	0.030555556	587	0.587	39	0.65	5.34	19.21
Taxi Libre	437	0.121388889	1582	1.582	156	2.6	3.62	13.03
Taxi Libre	1428	0.396666667	6449	6.449	236	3.933333333	4.52	16.26
Taxi de Sitio	932	0.258888889	7239	7.239	253	4.216666667	7.77	27.96
Taxi Libre	490	0.136111111	1758	1.758	86	1.433333333	3.59	12.92
Taxi Libre	787	0.218611111	5455	5.455	79	1.316666667	6.93	24.95
Taxi Libre	1677	0.465833333	8934	8.934	409	6.816666667	5.33	19.18
Taxi Libre	736	0.204444444	4889	4.889	157	2.616666667	6.64	23.91
Taxi Libre	888	0.246666667	2096	2.096	398	6.633333333	2.36	8.5
Taxi Libre	1452	0.403333333	7031	7.031	436	7.266666667	4.84	17.43
Taxi Libre	228	0.063333333	867	0.867	10	0.166666667	3.8	13.69
Radio Taxi	750	0.208333333	7714	7.714	170	2.833333333	10.29	37.03
Taxi Libre	467	0.129722222	1504	1.504	96	1.6	3.22	11.59
Taxi Libre	186	0.051666667	966	0.966	37	0.616666667	5.19	18.7
Taxi de Sitio	346	0.096111111	3467	3.467	12	0.2	10.02	36.07
Taxi Libre	801	0.2225	1238	1.238	472	7.866666667	1.55	5.56
Taxi Libre	714	0.198333333	3227	3.227	169	2.816666667	4.52	16.27
Radio Taxi	815	0.226388889	5357	5.357	35	0.583333333	6.57	23.66
Taxi de Sitio	607	0.168611111	6263	6.263	25	0.416666667	10.32	37.14
Radio Taxi	356	0.098888889	2084	2.084	8	0.133333333	5.85	21.07
Taxi Libre	813	0.225833333	5753	5.753	54	0.9	7.08	25.47
Radio Taxi	1167	0.324166667	5788	5.788	118	1.966666667	4.96	17.86
Taxi Libre	377	0.104722222	3621	3.621	16	0.266666667	9.6	34.58
Taxi de Sitio	859	0.238611111	5968	5.968	183	3.05	6.95	25.01
Taxi Libre	408	0.113333333	1862	1.862	96	1.6	4.56	16.43
Taxi de Sitio	1000	0.277777778	4899	4.899	103	1.716666667	4.9	17.64
Taxi Libre	450	0.125	1792	1.792	248	4.133333333	3.98	14.34
Taxi Libre	326	0.090555556	2708	2.708	45	0.75	8.31	29.9
Taxi Libre	660	0.183333333	2645	2.645	141	2.35	4.01	14.43
Taxi Libre	484	0.134444444	1860	1.86	262	4.366666667	3.84	13.83
Taxi de Sitio	1617	0.449166667	626	0.626	1614	26.9	0.39	1.39
Taxi de Sitio	1571	0.436388889	3122	3.122	1070	17.83333333	1.99	7.15
Taxi Libre	690	0.191666667	8310	8.31	70	1.166666667	12.04	43.36
Taxi de Sitio	1159	0.321944444	7184	7.184	394	6.566666667	6.2	22.31
Taxi Libre	718	0.199444444	5643	5.643	78	1.3	7.86	28.29
Taxi Libre	466	0.129444444	2363	2.363	123	2.05	5.07	18.25
Taxi Libre	744	0.206666667	4026	4.026	148	2.466666667	5.41	19.48
Radio Taxi	871	0.241944444	1216	1.216	45	0.75	1.4	5.03
Taxi Libre	760	0.211111111	3388	3.388	149	2.483333333	4.46	16.05
Taxi de Sitio	547	0.151944444	2454	2.454	168	2.8	4.49	16.15
UberX	595	0.165277778	4806	4.806	91	1.516666667	8.08	29.08
Taxi Libre	414	0.115	2521	2.521	56	0.933333333	6.09	21.92
Taxi de Sitio	1273	0.353611111	2307	2.307	118	1.966666667	1.81	6.52
Taxi Libre	1124	0.312222222	4601	4.601	340	5.666666667	4.09	14.74
Taxi Libre	785	0.218055556	4256	4.256	182	3.033333333	5.42	19.52
Taxi Libre	1450	0.402777778	8285	8.285	245	4.083333333	5.71	20.57
Taxi Libre	2669	0.741388889	8814	8.814	1243	20.71666667	3.3	11.89
Taxi Libre	349	0.096944444	1605	1.605	138	2.3	4.6	16.56
Taxi de Sitio	830	0.230555556	4930	4.93	292	4.866666667	5.94	21.38
Taxi Libre	126	0.035	585	0.585	37	0.616666667	4.64	16.71
Taxi Libre	509	0.141388889	3510	3.51	154	2.566666667	6.9	24.83
Taxi Libre	1078	0.299444444	5773	5.773	242	4.033333333	5.36	19.28
Taxi Libre	461	0.128055556	2669	2.669	31	0.516666667	5.79	20.84
Taxi Libre	405	0.1125	2025	2.025	49	0.816666667	5	18
Taxi Libre	1564	0.434444444	5195	5.195	249	4.15	3.32	11.96
Taxi Libre	427	0.118611111	2716	2.716	75	1.25	6.36	22.9
Taxi Libre	1730	0.480555556	6640	6.64	709	11.81666667	3.84	13.82
Taxi de Sitio	1108	0.307777778	2294	2.294	656	10.93333333	2.07	7.45
Taxi Libre	824	0.228888889	3967	3.967	84	1.4	4.81	17.33
Taxi de Sitio	1059	0.294166667	1813	1.813	741	12.35	1.71	6.16
Taxi Libre	283	0.078611111	1935	1.935	63	1.05	6.84	24.61
Taxi de Sitio	430	0.119444444	3318	3.318	50	0.833333333	7.72	27.78
Taxi Libre	324	0.09	2103	2.103	74	1.233333333	6.49	23.37
Taxi Libre	1448	0.402222222	8503	8.503	514	8.566666667	5.87	21.14
Taxi de Sitio	418	0.116111111	3262	3.262	91	1.516666667	7.8	28.09
Taxi Libre	622	0.172777778	2927	2.927	112	1.866666667	4.71	16.94
Taxi Libre	572	0.158888889	2377	2.377	82	1.366666667	4.16	14.96
Taxi Libre	406	0.112777778	2492	2.492	86	1.433333333	6.14	22.1
Taxi de Sitio	1480	0.411111111	6638	6.638	39	0.65	4.49	16.15
Taxi Libre	1102	0.306111111	5720	5.72	175	2.916666667	5.19	18.69
Taxi Libre	194	0.053888889	1620	1.62	43	0.716666667	8.35	30.06
Taxi de Sitio	759	0.210833333	3878	3.878	194	3.233333333	5.11	18.39
Taxi Libre	939	0.260833333	4391	4.391	124	2.066666667	4.68	16.83
Taxi Libre	270	0.075	983	0.983	80	1.333333333	3.64	13.11
Taxi Libre	563	0.156388889	2928	2.928	118	1.966666667	5.2	18.72
Radio Taxi	153	0.0425	546	0.546	32	0.533333333	3.57	12.85
Taxi Libre	1876	0.521111111	4225	4.225	1045	17.41666667	2.25	8.11
Taxi Libre	960	0.266666667	7540	7.54	69	1.15	7.85	28.27
Taxi Libre	936	0.26	6078	6.078	167	2.783333333	6.49	23.38
Taxi Libre	1003	0.278611111	5486	5.486	51	0.85	5.47	19.69
Radio Taxi	2184	0.606666667	4904	4.904	25	0.416666667	2.25	8.08
Taxi Libre	2135	0.593055556	2156	2.156	325	5.416666667	1.01	3.64
Taxi Libre	696	0.193333333	1540	1.54	423	7.05	2.21	7.97
Taxi Libre	2668	0.741111111	8566	8.566	1626	27.1	3.21	11.56
Taxi Libre	613	0.170277778	1380	1.38	115	1.916666667	2.25	8.1
Taxi Libre	602	0.167222222	2775	2.775	105	1.75	4.61	16.59
Taxi Libre	454	0.126111111	2629	2.629	98	1.633333333	5.79	20.85
Radio Taxi	2558	0.710555556	3138	3.138	44	0.733333333	1.23	4.42
Taxi Libre	1162	0.322777778	5794	5.794	56	0.933333333	4.99	17.95
Taxi Libre	637	0.176944444	4262	4.262	126	2.1	6.69	24.09
Taxi Libre	452	0.125555556	2672	2.672	88	1.466666667	5.91	21.28
Taxi Libre	889	0.246944444	4511	4.511	231	3.85	5.07	18.27
Taxi Libre	444	0.123333333	1919	1.919	50	0.833333333	4.32	15.56
Taxi Libre	464	0.128888889	3020	3.02	71	1.183333333	6.51	23.43
Taxi Libre	65	0.018055556	538	0.538	3630	60.5	8.28	29.8
Taxi Libre	728	0.202222222	4897	4.897	216	3.6	6.73	24.22
Taxi Libre	405	0.1125	1144	1.144	21	0.35	2.82	10.17
Taxi Libre	612	0.17	3042	3.042	145	2.416666667	4.97	17.89
Taxi Libre	830	0.230555556	1825	1.825	29	0.483333333	2.2	7.92
Taxi Libre	1388	0.385555556	5025	5.025	260	4.333333333	3.62	13.03
Taxi Libre	510	0.141666667	3049	3.049	158	2.633333333	5.98	21.52
Taxi Libre	1087	0.301944444	6381	6.381	351	5.85	5.87	21.13
