Transporte	trip_duration	trip_duration_hrs	dist_meters	dist_km	wait_sec	wait_min	Vel_mts_seg	Vel_km_hr
Taxi Libre	1137	0.315833333	7568	7.568	396	6.6	6.66	23.96
Taxi de Sitio	679	0.188611111	3459	3.459	32	0.533333333	5.09	18.34
Taxi Libre	737	0.204722222	3216	3.216	228	3.8	4.36	15.71
Taxi Libre	343	0.095277778	1262	1.262	48	0.8	3.68	13.25
Taxi de Sitio	426	0.118333333	1892	1.892	148	2.466666667	4.44	15.99
Taxi de Sitio	492	0.136666667	1425	1.425	253	4.216666667	2.9	10.43
Taxi de Sitio	358	0.099444444	2218	2.218	59	0.983333333	6.2	22.3
Taxi Libre	1339	0.371944444	3504	3.504	796	13.26666667	2.62	9.42
Taxi de Sitio	1418	0.393888889	1929	1.929	1146	19.1	1.36	4.9
Taxi Libre	522	0.145	1236	1.236	192	3.2	2.37	8.52
Taxi Libre	531	0.1475	3047	3.047	59	0.983333333	5.74	20.66
Radio Taxi	1814	0.503888889	2189	2.189	1624	27.06666667	1.21	4.34
Taxi de Sitio	582	0.161666667	2137	2.137	241	4.016666667	3.67	13.22
Taxi de Sitio	235	0.065277778	1764	1.764	29	0.483333333	7.51	27.02
Taxi Libre	2334	0.648333333	8899	8.899	1078	17.96666667	3.81	13.73
Taxi Libre	1243	0.345277778	4516	4.516	607	10.11666667	3.63	13.08
Taxi Libre	647	0.179722222	2353	2.353	216	3.6	3.64	13.09
Taxi Libre	811	0.225277778	3165	3.165	238	3.966666667	3.9	14.05
Radio Taxi	715	0.198611111	5899	5.899	112	1.866666667	8.25	29.7
Taxi Libre	1996	0.554444444	5968	5.968	339	5.65	2.99	10.76
Taxi Libre	316	0.087777778	1314	1.314	71	1.183333333	4.16	14.97
Taxi Libre	1634	0.453888889	685	0.685	28	0.466666667	0.42	1.51
Taxi Libre	1167	0.324166667	5261	5.261	387	6.45	4.51	16.23
Taxi de Sitio	500	0.138888889	2615	2.615	156	2.6	5.23	18.83
Taxi Libre	899	0.249722222	3636	3.636	367	6.116666667	4.04	14.56
Taxi de Sitio	956	0.265555556	4891	4.891	293	4.883333333	5.12	18.42
Taxi de Sitio	456	0.126666667	1087	1.087	277	4.616666667	2.38	8.58
Taxi de Sitio	408	0.113333333	2197	2.197	99	1.65	5.38	19.39
Taxi Libre	1244	0.345555556	2696	2.696	84	1.4	2.17	7.8
Taxi de Sitio	710	0.197222222	3395	3.395	148	2.466666667	4.78	17.21
Taxi Libre	620	0.172222222	3626	3.626	76	1.266666667	5.85	21.05
Radio Taxi	1589	0.441388889	5252	5.252	2624	43.73333333	3.31	11.9
Taxi Libre	575	0.159722222	3202	3.202	151	2.516666667	5.57	20.05
Taxi Libre	792	0.22	4779	4.779	51	0.85	6.03	21.72
Taxi Libre	360	0.1	1348	1.348	84	1.4	3.74	13.48
Taxi Libre	513	0.1425	2607	2.607	95	1.583333333	5.08	18.29
Taxi Libre	1938	0.538333333	4516	4.516	888	14.8	2.33	8.39
Radio Taxi	2050	0.569444444	8838	8.838	1542	25.7	4.31	15.52
Taxi Libre	523	0.145277778	2941	2.941	163	2.716666667	5.62	20.24
Taxi Libre	273	0.075833333	1354	1.354	55	0.916666667	4.96	17.85
Taxi Libre	2523	0.700833333	5175	5.175	494	8.233333333	2.05	7.38
Taxi Libre	1045	0.290277778	4590	4.59	423	7.05	4.39	15.81
Taxi de Sitio	2474	0.687222222	8772	8.772	1399	23.31666667	3.55	12.76
Taxi de Sitio	394	0.109444444	1926	1.926	41	0.683333333	4.89	17.6
Taxi de Sitio	815	0.226388889	1597	1.597	548	9.133333333	1.96	7.05
Taxi Libre	710	0.197222222	2348	2.348	291	4.85	3.31	11.91
Taxi de Sitio	562	0.156111111	1953	1.953	132	2.2	3.48	12.51
Taxi Libre	476	0.132222222	2087	2.087	119	1.983333333	4.38	15.78
Taxi Libre	1027	0.285277778	3331	3.331	595	9.916666667	3.24	11.68
Taxi Libre	464	0.128888889	3057	3.057	33	0.55	6.59	23.72
Taxi de Sitio	890	0.247222222	3389	3.389	304	5.066666667	3.81	13.71
Radio Taxi	1692	0.47	7303	7.303	7	0.116666667	4.32	15.54
Taxi de Sitio	1240	0.344444444	5142	5.142	555	9.25	4.15	14.93
Taxi de Sitio	1271	0.353055556	5489	5.489	591	9.85	4.32	15.55
Taxi de Sitio	989	0.274722222	4705	4.705	158	2.633333333	4.76	17.13
Taxi Libre	553	0.153611111	5392	5.392	108	1.8	9.75	35.1
Taxi Libre	2404	0.667777778	8081	8.081	1360	22.66666667	3.36	12.1
Taxi Libre	643	0.178611111	3085	3.085	117	1.95	4.8	17.27
Taxi Libre	419	0.116388889	2896	2.896	60	1	6.91	24.88
Taxi Libre	1189	0.330277778	5676	5.676	365	6.083333333	4.77	17.19
Taxi Libre	300	0.083333333	1771	1.771	53	0.883333333	5.9	21.25
Taxi Libre	631	0.175277778	2824	2.824	563	9.383333333	4.48	16.11
Taxi de Sitio	589	0.163611111	1917	1.917	96	1.6	3.25	11.72
Taxi Libre	394	0.109444444	1496	1.496	138	2.3	3.8	13.67
Taxi Libre	882	0.245	6870	6.87	149	2.483333333	7.79	28.04
Taxi de Sitio	318	0.088333333	868	0.868	129	2.15	2.73	9.83
Taxi Libre	2446	0.679444444	1537	1.537	101	1.683333333	0.63	2.26
Taxi de Sitio	426	0.118333333	1054	1.054	237	3.95	2.47	8.91
Taxi Libre	1456	0.404444444	2229	2.229	111	1.85	1.53	5.51
Taxi de Sitio	533	0.148055556	2007	2.007	205	3.416666667	3.77	13.56
Taxi Libre	688	0.191111111	8431	8.431	33	0.55	12.25	44.12
Taxi Libre	630	0.175	2846	2.846	187	3.116666667	4.52	16.26
Taxi Libre	426	0.118333333	2911	2.911	48	0.8	6.83	24.6
Taxi Libre	426	0.118333333	2911	2.911	48	0.8	6.83	24.6
Taxi Libre	2460	0.683333333	8551	8.551	967	16.11666667	3.48	12.51
Taxi de Sitio	542	0.150555556	2148	2.148	173	2.883333333	3.96	14.27
Taxi de Sitio	934	0.259444444	2349	2.349	61	1.016666667	2.51	9.05
Taxi de Sitio	1203	0.334166667	6022	6.022	117	1.95	5.01	18.02
Taxi Libre	555	0.154166667	1168	1.168	696	11.6	2.1	7.58
Taxi de Sitio	496	0.137777778	1021	1.021	19	0.316666667	2.06	7.41
Taxi de Sitio	496	0.137777778	1021	1.021	19	0.316666667	2.06	7.41
Taxi de Sitio	193	0.053611111	913	0.913	70	1.166666667	4.73	17.03
Taxi de Sitio	689	0.191388889	3052	3.052	187	3.116666667	4.43	15.95
Taxi de Sitio	616	0.171111111	2907	2.907	153	2.55	4.72	16.99
Taxi Libre	792	0.22	2541	2.541	338	5.633333333	3.21	11.55
Radio Taxi	195	0.054166667	998	0.998	96	1.6	5.12	18.42
Taxi de Sitio	466	0.129444444	1167	1.167	341	5.683333333	2.5	9.02
Taxi de Sitio	756	0.21	1901	1.901	206	3.433333333	2.51	9.05
Taxi de Sitio	967	0.268611111	1340	1.34	1062	17.7	1.39	4.99
Taxi de Sitio	1280	0.355555556	3237	3.237	769	12.81666667	2.53	9.1
Taxi de Sitio	761	0.211388889	799	0.799	285	4.75	1.05	3.78
Taxi de Sitio	1622	0.450555556	5725	5.725	218	3.633333333	3.53	12.71
Taxi de Sitio	904	0.251111111	1857	1.857	562	9.366666667	2.05	7.4
Taxi de Sitio	2469	0.685833333	7092	7.092	928	15.46666667	2.87	10.34
Taxi de Sitio	132	0.036666667	1236	1.236	2017	33.61666667	9.36	33.71
Taxi Libre	738	0.205	2224	2.224	226	3.766666667	3.01	10.85
Taxi Libre	539	0.149722222	5592	5.592	77	1.283333333	10.37	37.35
Radio Taxi	2332	0.647777778	5563	5.563	1172	19.53333333	2.39	8.59
Taxi Libre	843	0.234166667	4059	4.059	149	2.483333333	4.81	17.33
Taxi Libre	1136	0.315555556	4963	4.963	385	6.416666667	4.37	15.73
Taxi de Sitio	464	0.128888889	1145	1.145	104	1.733333333	2.47	8.88
Radio Taxi	944	0.262222222	3405	3.405	437	7.283333333	3.61	12.99
Taxi Libre	1615	0.448611111	4609	4.609	673	11.21666667	2.85	10.27
Taxi de Sitio	265	0.073611111	960	0.96	112	1.866666667	3.62	13.04
Taxi de Sitio	605	0.168055556	2300	2.3	77	1.283333333	3.8	13.69
Taxi Libre	656	0.182222222	2969	2.969	348	5.8	4.53	16.29
Radio Taxi	1011	0.280833333	826	0.826	79	1.316666667	0.82	2.94
Radio Taxi	760	0.211111111	6912	6.912	128	2.133333333	9.09	32.74
Radio Taxi	774	0.215	4474	4.474	339	5.65	5.78	20.81
Radio Taxi	707	0.196388889	3707	3.707	193	3.216666667	5.24	18.88
Taxi Libre	536	0.148888889	8303	8.303	21	0.35	15.49	55.77
Radio Taxi	469	0.130277778	2926	2.926	219	3.65	6.24	22.46
Radio Taxi	942	0.261666667	5545	5.545	222	3.7	5.89	21.19
Taxi Libre	102	0.028333333	867	0.867	63	1.05	8.5	30.6
Taxi Libre	329	0.091388889	3056	3.056	30	0.5	9.29	33.44
Taxi Libre	518	0.143888889	3207	3.207	158	2.633333333	6.19	22.29
Taxi Libre	521	0.144722222	5128	5.128	427	7.116666667	9.84	35.43
Taxi Libre	729	0.2025	2756	2.756	367	6.116666667	3.78	13.61
Taxi Libre	629	0.174722222	1229	1.229	926	15.43333333	1.95	7.03
Taxi Libre	607	0.168611111	2777	2.777	147	2.45	4.57	16.47
Taxi Libre	842	0.233888889	3427	3.427	918	15.3	4.07	14.65
Taxi de Sitio	829	0.230277778	2133	2.133	532	8.866666667	2.57	9.26
Taxi Libre	65	0.018055556	680	0.68	82	1.366666667	10.46	37.66
Taxi Libre	1526	0.423888889	5752	5.752	542	9.033333333	3.77	13.57
Taxi Libre	474	0.131666667	1343	1.343	197	3.283333333	2.83	10.2
Taxi Libre	784	0.217777778	4424	4.424	247	4.116666667	5.64	20.31
Taxi Libre	1282	0.356111111	5840	5.84	461	7.683333333	4.56	16.4
Taxi Libre	998	0.277222222	2095	2.095	552	9.2	2.1	7.56
Taxi Libre	253	0.070277778	616	0.616	48	0.8	2.43	8.77
Taxi Libre	332	0.092222222	949	0.949	445	7.416666667	2.86	10.29
Taxi Libre	234	0.065	1004	1.004	240	4	4.29	15.45
Taxi de Sitio	592	0.164444444	2403	2.403	238	3.966666667	4.06	14.61
Taxi Libre	1090	0.302777778	6589	6.589	229	3.816666667	6.04	21.76
Taxi Libre	209	0.058055556	1132	1.132	52	0.866666667	5.42	19.5
Taxi de Sitio	402	0.111666667	2055	2.055	89	1.483333333	5.11	18.4
Taxi de Sitio	752	0.208888889	5369	5.369	170	2.833333333	7.14	25.7
Taxi de Sitio	227	0.063055556	888	0.888	30	0.5	3.91	14.08
Radio Taxi	756	0.21	1674	1.674	446	7.433333333	2.21	7.97
Taxi Libre	764	0.212222222	2378	2.378	209	3.483333333	3.11	11.21
Taxi de Sitio	2286	0.635	1684	1.684	1891	31.51666667	0.74	2.65
Taxi Libre	908	0.252222222	3353	3.353	277	4.616666667	3.69	13.29
Taxi de Sitio	628	0.174444444	1356	1.356	378	6.3	2.16	7.77
Taxi de Sitio	168	0.046666667	906	0.906	3635	60.58333333	5.39	19.41
Taxi de Sitio	413	0.114722222	2558	2.558	64	1.066666667	6.19	22.3
Taxi de Sitio	977	0.271388889	1828	1.828	4264	71.06666667	1.87	6.74
Taxi Libre	557	0.154722222	2779	2.779	212	3.533333333	4.99	17.96
Taxi de Sitio	481	0.133611111	2647	2.647	120	2	5.5	19.81
Taxi Libre	230	0.063888889	1518	1.518	11	0.183333333	6.6	23.76
Taxi Libre	230	0.063888889	1518	1.518	11	0.183333333	6.6	23.76
Taxi Libre	282	0.078333333	1138	1.138	160	2.666666667	4.04	14.53
Radio Taxi	748	0.207777778	7238	7.238	76	1.266666667	9.68	34.84
Radio Taxi	1769	0.491388889	4240	4.24	1163	19.38333333	2.4	8.63
Taxi Libre	575	0.159722222	3769	3.769	201	3.35	6.55	23.6
Radio Taxi	1881	0.5225	6043	6.043	1756	29.26666667	3.21	11.57
Taxi Libre	2335	0.648611111	9006	9.006	1029	17.15	3.86	13.89
Taxi Libre	680	0.188888889	1863	1.863	226	3.766666667	2.74	9.86
Radio Taxi	23	0.006388889	524	0.524	92	1.533333333	22.78	82.02
Taxi de Sitio	488	0.135555556	5985	5.985	19	0.316666667	12.26	44.15
Taxi de Sitio	557	0.154722222	1651	1.651	312	5.2	2.96	10.67
Taxi de Sitio	1221	0.339166667	6534	6.534	308	5.133333333	5.35	19.26
Taxi Libre	358	0.099444444	2724	2.724	26	0.433333333	7.61	27.39
Taxi Libre	1245	0.345833333	1877	1.877	345	5.75	1.51	5.43
Taxi de Sitio	730	0.202777778	1556	1.556	565	9.416666667	2.13	7.67
Taxi Libre	1309	0.363611111	6468	6.468	205	3.416666667	4.94	17.79
Taxi Libre	1213	0.336944444	3009	3.009	626	10.43333333	2.48	8.93
Taxi Libre	1037	0.288055556	3607	3.607	366	6.1	3.48	12.52
Taxi Libre	1232	0.342222222	3630	3.63	630	10.5	2.95	10.61
Radio Taxi	685	0.190277778	5368	5.368	193	3.216666667	7.84	28.21
Taxi de Sitio	1386	0.385	6037	6.037	468	7.8	4.36	15.68
Taxi de Sitio	448	0.124444444	2381	2.381	87	1.45	5.31	19.13
Radio Taxi	722	0.200555556	4223	4.223	232	3.866666667	5.85	21.06
Radio Taxi	722	0.200555556	4223	4.223	232	3.866666667	5.85	21.06
Radio Taxi	790	0.219444444	2427	2.427	461	7.683333333	3.07	11.06
Taxi Libre	1080	0.3	2481	2.481	402	6.7	2.3	8.27
Radio Taxi	800	0.222222222	3091	3.091	943	15.71666667	3.86	13.91
Radio Taxi	287	0.079722222	909	0.909	47	0.783333333	3.17	11.4
Taxi de Sitio	1430	0.397222222	6339	6.339	220	3.666666667	4.43	15.96
Taxi Libre	415	0.115277778	3091	3.091	108	1.8	7.45	26.81
Taxi Libre	838	0.232777778	4358	4.358	232	3.866666667	5.2	18.72
Taxi de Sitio	1175	0.326388889	2210	2.21	920	15.33333333	1.88	6.77
Radio Taxi	128	0.035555556	1064	1.064	7346	122.4333333	8.31	29.92
Taxi Libre	1157	0.321388889	3896	3.896	578	9.633333333	3.37	12.12
Radio Taxi	457	0.126944444	2838	2.838	41	0.683333333	6.21	22.36
Radio Taxi	665	0.184722222	4332	4.332	3765	62.75	6.51	23.45
Taxi Libre	391	0.108611111	1661	1.661	100	1.666666667	4.25	15.29
Taxi Libre	1302	0.361666667	7008	7.008	410	6.833333333	5.38	19.38
Taxi de Sitio	411	0.114166667	1679	1.679	141	2.35	4.09	14.71
Taxi de Sitio	365	0.101388889	1362	1.362	133	2.216666667	3.73	13.43
Taxi de Sitio	105	0.029166667	1204	1.204	0	0	11.47	41.28
Taxi de Sitio	766	0.212777778	7048	7.048	82	1.366666667	9.2	33.12
Taxi de Sitio	827	0.229722222	7394	7.394	190	3.166666667	8.94	32.19
Radio Taxi	465	0.129166667	4860	4.86	61	1.016666667	10.45	37.63
Radio Taxi	761	0.211388889	9077	9.077	42	0.7	11.93	42.94
Taxi Libre	1624	0.451111111	7294	7.294	478	7.966666667	4.49	16.17
Taxi Libre	1624	0.451111111	7294	7.294	478	7.966666667	4.49	16.17
Taxi de Sitio	158	0.043888889	911	0.911	51	0.85	5.77	20.76
Taxi de Sitio	422	0.117222222	2884	2.884	85	1.416666667	6.83	24.6
Taxi de Sitio	1027	0.285277778	3749	3.749	471	7.85	3.65	13.14
Taxi Libre	457	0.126944444	2292	2.292	156	2.6	5.02	18.06
Taxi Libre	457	0.126944444	2292	2.292	156	2.6	5.02	18.06
Taxi de Sitio	227	0.063055556	976	0.976	75	1.25	4.3	15.48
Taxi de Sitio	962	0.267222222	2209	2.209	721	12.01666667	2.3	8.27
Taxi de Sitio	675	0.1875	3069	3.069	340	5.666666667	4.55	16.37
Taxi de Sitio	726	0.201666667	3290	3.29	220	3.666666667	4.53	16.31
Taxi de Sitio	864	0.24	4553	4.553	280	4.666666667	5.27	18.97
Taxi de Sitio	864	0.24	4553	4.553	280	4.666666667	5.27	18.97
Taxi de Sitio	555	0.154166667	2387	2.387	193	3.216666667	4.3	15.48
Taxi de Sitio	1009	0.280277778	3134	3.134	652	10.86666667	3.11	11.18
Taxi de Sitio	143	0.039722222	552	0.552	61	1.016666667	3.86	13.9
Taxi de Sitio	492	0.136666667	1693	1.693	184	3.066666667	3.44	12.39
Taxi de Sitio	937	0.260277778	3523	3.523	299	4.983333333	3.76	13.54
Taxi de Sitio	373	0.103611111	1266	1.266	180	3	3.39	12.22
Taxi de Sitio	1594	0.442777778	8610	8.61	342	5.7	5.4	19.45
Taxi de Sitio	683	0.189722222	1897	1.897	400	6.666666667	2.78	10
Taxi de Sitio	1237	0.343611111	4286	4.286	534	8.9	3.46	12.47
Taxi de Sitio	348	0.096666667	502	0.502	202	3.366666667	1.44	5.19
Taxi de Sitio	1777	0.493611111	7488	7.488	771	12.85	4.21	15.17
Taxi de Sitio	1716	0.476666667	3500	3.5	1289	21.48333333	2.04	7.34
Taxi de Sitio	820	0.227777778	2994	2.994	224	3.733333333	3.65	13.14
Taxi de Sitio	581	0.161388889	1812	1.812	317	5.283333333	3.12	11.23
Taxi de Sitio	157	0.043611111	2268	2.268	0	0	14.45	52.01
Taxi de Sitio	621	0.1725	1369	1.369	777	12.95	2.2	7.94
Taxi de Sitio	1023	0.284166667	8579	8.579	219	3.65	8.39	30.19
Taxi de Sitio	621	0.1725	685	0.685	464	7.733333333	1.1	3.97
Taxi Libre	516	0.143333333	2785	2.785	68	1.133333333	5.4	19.43
Taxi de Sitio	721	0.200277778	2951	2.951	207	3.45	4.09	14.73
Taxi de Sitio	1425	0.395833333	2890	2.89	1098	18.3	2.03	7.3
Taxi de Sitio	447	0.124166667	2174	2.174	94	1.566666667	4.86	17.51
Taxi de Sitio	635	0.176388889	2105	2.105	364	6.066666667	3.31	11.93
Taxi de Sitio	1220	0.338888889	5492	5.492	466	7.766666667	4.5	16.21
Taxi de Sitio	1447	0.401944444	6278	6.278	679	11.31666667	4.34	15.62
Taxi de Sitio	1872	0.52	5238	5.238	1135	18.91666667	2.8	10.07
Taxi Libre	1237	0.343611111	5984	5.984	565	9.416666667	4.84	17.42
Taxi de Sitio	979	0.271944444	1536	1.536	163	2.716666667	1.57	5.65
Taxi de Sitio	1543	0.428611111	1468	1.468	1269	21.15	0.95	3.43
Taxi de Sitio	1428	0.396666667	4533	4.533	372	6.2	3.17	11.43
Radio Taxi	2434	0.676111111	8370	8.37	603	10.05	3.44	12.38
Taxi Libre	2254	0.626111111	945	0.945	9	0.15	0.42	1.51
Taxi Libre	625	0.173611111	1917	1.917	290	4.833333333	3.07	11.04
Taxi Libre	2266	0.629444444	8504	8.504	983	16.38333333	3.75	13.51
Taxi Libre	1567	0.435277778	3421	3.421	853	14.21666667	2.18	7.86
Taxi de Sitio	779	0.216388889	1521	1.521	415	6.916666667	1.95	7.03
Taxi Libre	336	0.093333333	2256	2.256	44	0.733333333	6.71	24.17
Taxi de Sitio	1579	0.438611111	8203	8.203	434	7.233333333	5.2	18.7
Taxi de Sitio	411	0.114166667	1156	1.156	226	3.766666667	2.81	10.13
Taxi de Sitio	599	0.166388889	2142	2.142	231	3.85	3.58	12.87
Taxi de Sitio	367	0.101944444	1835	1.835	79	1.316666667	5	18
Taxi de Sitio	1156	0.321111111	2906	2.906	16	0.266666667	2.51	9.05
Taxi Libre	309	0.085833333	1820	1.82	126	2.1	5.89	21.2
Taxi de Sitio	403	0.111944444	1351	1.351	66	1.1	3.35	12.07
Taxi de Sitio	508	0.141111111	1200	1.2	292	4.866666667	2.36	8.5
Taxi Libre	536	0.148888889	2739	2.739	215	3.583333333	5.11	18.4
Taxi de Sitio	489	0.135833333	995	0.995	288	4.8	2.03	7.33
Taxi Libre	380	0.105555556	1205	1.205	147	2.45	3.17	11.42
Taxi Libre	299	0.083055556	987	0.987	89	1.483333333	3.3	11.88
Taxi Libre	1346	0.373888889	6226	6.226	431	7.183333333	4.63	16.65
Taxi de Sitio	2555	0.709722222	7249	7.249	553	9.216666667	2.84	10.21
Taxi Libre	2503	0.695277778	5153	5.153	1439	23.98333333	2.06	7.41
Taxi Libre	984	0.273333333	4630	4.63	420	7	4.71	16.94
UberX	471	0.130833333	902	0.902	308	5.133333333	1.92	6.89
Taxi de Sitio	775	0.215277778	1712	1.712	188	3.133333333	2.21	7.95
Taxi Libre	1301	0.361388889	4542	4.542	547	9.116666667	3.49	12.57
Taxi Libre	411	0.114166667	1835	1.835	41	0.683333333	4.46	16.07
Radio Taxi	116	0.032222222	587	0.587	21	0.35	5.06	18.22
Taxi Libre	554	0.153888889	2895	2.895	117	1.95	5.23	18.81
Taxi de Sitio	496	0.137777778	1660	1.66	154	2.566666667	3.35	12.05
Taxi de Sitio	1053	0.2925	2988	2.988	558	9.3	2.84	10.22
Taxi de Sitio	895	0.248611111	4957	4.957	235	3.916666667	5.54	19.94
Taxi de Sitio	851	0.236388889	3098	3.098	280	4.666666667	3.64	13.11
Radio Taxi	321	0.089166667	943	0.943	159	2.65	2.94	10.58
Taxi Libre	1678	0.466111111	6000	6	576	9.6	3.58	12.87
Taxi de Sitio	1073	0.298055556	2863	2.863	589	9.816666667	2.67	9.61
Radio Taxi	252	0.07	1122	1.122	122	2.033333333	4.45	16.03
Taxi de Sitio	258	0.071666667	750	0.75	140	2.333333333	2.91	10.47
Taxi de Sitio	1747	0.485277778	7639	7.639	353	5.883333333	4.37	15.74
Taxi Libre	252	0.07	1464	1.464	52	0.866666667	5.81	20.91
Taxi Libre	42	0.011666667	1141	1.141	103	1.716666667	27.17	97.8
Taxi Libre	710	0.197222222	2411	2.411	287	4.783333333	3.4	12.22
Taxi de Sitio	228	0.063333333	679	0.679	139	2.316666667	2.98	10.72
Radio Taxi	799	0.221944444	2997	2.997	770	12.83333333	3.75	13.5
Taxi de Sitio	623	0.173055556	4455	4.455	134	2.233333333	7.15	25.74
Taxi de Sitio	206	0.057222222	2401	2.401	0	0	11.66	41.96
Taxi de Sitio	206	0.057222222	2401	2.401	0	0	11.66	41.96
Radio Taxi	2055	0.570833333	6772	6.772	1230	20.5	3.3	11.86
Taxi de Sitio	2157	0.599166667	5711	5.711	1058	17.63333333	2.65	9.53
Radio Taxi	874	0.242777778	3714	3.714	145	2.416666667	4.25	15.3
Taxi de Sitio	1685	0.468055556	4502	4.502	1112	18.53333333	2.67	9.62
Radio Taxi	1456	0.404444444	6820	6.82	488	8.133333333	4.68	16.86
Taxi Libre	1656	0.46	5972	5.972	819	13.65	3.61	12.98
Taxi Libre	661	0.183611111	2206	2.206	281	4.683333333	3.34	12.01
Taxi Libre	1356	0.376666667	5625	5.625	416	6.933333333	4.15	14.93
Taxi Libre	893	0.248055556	4219	4.219	321	5.35	4.72	17.01
Taxi Libre	259	0.071944444	2301	2.301	1	0.016666667	8.88	31.98
Radio Taxi	432	0.12	1080	1.08	228	3.8	2.5	9
Radio Taxi	973	0.270277778	4545	4.545	201	3.35	4.67	16.82
Radio Taxi	999	0.2775	6631	6.631	431	7.183333333	6.64	23.9
Radio Taxi	1629	0.4525	3636	3.636	55	0.916666667	2.23	8.04
Radio Taxi	1268	0.352222222	1316	1.316	864	14.4	1.04	3.74
Taxi Libre	495	0.1375	1916	1.916	169	2.816666667	3.87	13.93
Radio Taxi	410	0.113888889	1407	1.407	420	7	3.43	12.35
Taxi Libre	169	0.046944444	1234	1.234	13	0.216666667	7.3	26.29
Radio Taxi	1194	0.331666667	3901	3.901	75	1.25	3.27	11.76
Radio Taxi	1511	0.419722222	7357	7.357	948	15.8	4.87	17.53
Taxi Libre	1643	0.456388889	5839	5.839	750	12.5	3.55	12.79
Taxi Libre	316	0.087777778	1570	1.57	94	1.566666667	4.97	17.89
Taxi Libre	567	0.1575	2977	2.977	261	4.35	5.25	18.9
Taxi de Sitio	2373	0.659166667	6250	6.25	1132	18.86666667	2.63	9.48
Taxi Libre	237	0.065833333	1454	1.454	53	0.883333333	6.14	22.09
Taxi Libre	2218	0.616111111	7936	7.936	482	8.033333333	3.58	12.88
Radio Taxi	1875	0.520833333	778	0.778	79	1.316666667	0.41	1.49
Taxi de Sitio	510	0.141666667	2204	2.204	221	3.683333333	4.32	15.56
Taxi de Sitio	952	0.264444444	5350	5.35	259	4.316666667	5.62	20.23
Taxi de Sitio	539	0.149722222	2022	2.022	214	3.566666667	3.75	13.51
Taxi de Sitio	677	0.188055556	3569	3.569	229	3.816666667	5.27	18.98
Taxi de Sitio	1086	0.301666667	4220	4.22	532	8.866666667	3.89	13.99
Radio Taxi	1784	0.495555556	4117	4.117	143	2.383333333	2.31	8.31
Taxi Libre	687	0.190833333	1954	1.954	580	9.666666667	2.84	10.24
Taxi de Sitio	798	0.221666667	5365	5.365	12	0.2	6.72	24.2
Taxi Libre	170	0.047222222	808	0.808	40	0.666666667	4.75	17.11
Taxi de Sitio	1540	0.427777778	7131	7.131	699	11.65	4.63	16.67
Taxi de Sitio	807	0.224166667	2973	2.973	385	6.416666667	3.68	13.26
Taxi Libre	282	0.078333333	1387	1.387	103	1.716666667	4.92	17.71
Taxi de Sitio	1294	0.359444444	4281	4.281	646	10.76666667	3.31	11.91
Taxi de Sitio	1298	0.360555556	3323	3.323	1093	18.21666667	2.56	9.22
UberX	303	0.084166667	1317	1.317	66	1.1	4.35	15.65
Radio Taxi	1125	0.3125	3509	3.509	610	10.16666667	3.12	11.23
Radio Taxi	1941	0.539166667	7890	7.89	803	13.38333333	4.06	14.63
Radio Taxi	1454	0.403888889	7009	7.009	431	7.183333333	4.82	17.35
Taxi de Sitio	1327	0.368611111	2598	2.598	4	0.066666667	1.96	7.05
Taxi de Sitio	523	0.145277778	2634	2.634	197	3.283333333	5.04	18.13
Taxi de Sitio	1720	0.477777778	9094	9.094	3	0.05	5.29	19.03
UberX	694	0.192777778	3761	3.761	308	5.133333333	5.42	19.51
Taxi de Sitio	717	0.199166667	3228	3.228	375	6.25	4.5	16.21
Taxi de Sitio	411	0.114166667	1855	1.855	152	2.533333333	4.51	16.25
Taxi Libre	936	0.26	1469	1.469	187	3.116666667	1.57	5.65
Taxi de Sitio	350	0.097222222	1862	1.862	26	0.433333333	5.32	19.15
Taxi de Sitio	376	0.104444444	2287	2.287	135	2.25	6.08	21.9
Taxi de Sitio	379	0.105277778	1781	1.781	106	1.766666667	4.7	16.92
Taxi de Sitio	950	0.263888889	4908	4.908	400	6.666666667	5.17	18.6
Taxi de Sitio	152	0.042222222	1065	1.065	14	0.233333333	7.01	25.22
Taxi de Sitio	205	0.056944444	1009	1.009	67	1.116666667	4.92	17.72
Radio Taxi	930	0.258333333	8010	8.01	210	3.5	8.61	31.01
Radio Taxi	1174	0.326111111	6092	6.092	234	3.9	5.19	18.68
Radio Taxi	589	0.163611111	4684	4.684	142	2.366666667	7.95	28.63
Taxi de Sitio	417	0.115833333	1821	1.821	148	2.466666667	4.37	15.72
Taxi de Sitio	472	0.131111111	1072	1.072	239	3.983333333	2.27	8.18
Radio Taxi	383	0.106388889	1752	1.752	470	7.833333333	4.57	16.47
UberSUV	999	0.2775	5655	5.655	57	0.95	5.66	20.38
Radio Taxi	1433	0.398055556	7398	7.398	1169	19.48333333	5.16	18.59
Radio Taxi	1226	0.340555556	5662	5.662	572	9.533333333	4.62	16.63
Taxi de Sitio	521	0.144722222	2279	2.279	181	3.016666667	4.37	15.75
Taxi de Sitio	521	0.144722222	2279	2.279	181	3.016666667	4.37	15.75
Taxi de Sitio	490	0.136111111	2725	2.725	125	2.083333333	5.56	20.02
Taxi Libre	391	0.108611111	3309	3.309	34	0.566666667	8.46	30.47
Taxi Libre	613	0.170277778	5651	5.651	34	0.566666667	9.22	33.19
